"ident";"session";"created";"modified";"ended";"expired";"vek";"pohl";"vzdel";"vzdel_roky";"zamest";"povol";"vira";"vira_vyz";"vira_zal";"rodina";"mar_len";"div_len";"wid_len";"partner_vek";"partner_pov";"partner_vzd";"byd_pok";"byd_vlast";"byd_osob";"deti";"deti_poc";"deti_vek";"e1";"e2";"z1";"z2";"z3";"z4";"z5";"z6";"z6_text";"z7";"z7_text";"cin1";"cin2";"cin3";"cin4";"cin5";"cin6";"cin7";"cin8";"cin9";"cin10";"da1";"da2";"da3";"da4";"lcis1";"lcis1_kol";"lcis2";"lcis2_kol";"lcis3";"lcis3_kol";"lcis4";"lcis4_kol";"lcis5";"lcis5_kol";"lcis6";"lcis6_kol";"lcis7";"lcis7_kol";"lcis8";"lcis8_kol";"lcis9";"lcis9_kol";"lcis10";"lcis10_kol";"lcis11";"lcis11_kol";"lcis12";"lcis12_kol";"lcis13";"lcis13_kol";"lcis14";"lcis14_kol";"lcis15";"lcis15_kol";"lcis16";"lcis16_kol";"lcis17";"lcis17_kol";"lcis18";"lcis18_kol";"lcis19";"lcis19_kol";"lcis20";"lcis20_kol";"lcis21";"lcis21_kol";"lcis22";"lcis22_kol";"lcis23";"lcis23_kol";"lcis24";"lcis24_kol";"lcis25";"lcis25_kol";"lcis26";"lcis26_kol";"lcis27";"lcis27_kol";"lcis28";"lcis28_kol";"lcis29";"lcis29_kol";"lcis30";"lcis30_kol";"lcis31";"lcis31_kol";"lcis32";"lcis32_kol";"lcis33";"lcis33_kol";"lcis34";"lcis34_kol";"lcis35";"lcis35_kol";"lcis36";"lcis36_kol";"lcis37";"lcis37_kol";"lcis38";"lcis38_kol";"lcis39";"lcis39_kol";"lcis40";"lcis40_kol";"lcis41";"lcis41_kol";"lcis42";"lcis42_kol";"lcis43";"lcis43_kol";"lcis44";"lcis44_kol";"lcis45";"lcis45_kol";"p1";"p2";"p3";"p4";"p5";"p6";"p7";"p8";"p9";"p10";"p11";"p12";"m1";"m2";"f1";"f2";"f3";"f_cont";"f4";"f5";"f6";"f7";"f8";"fs1";"fs2";"fs3";"fs4";"fs5";"fs6";"fs7";"fs8";"w1";"w2";"cs1";"cs2";"cs3";"cs4";"cs5";"cs6";"cs7";"cs8";"cs9";"cs10";"cs11";"cs12";"cs13";"cs14";"cs15";"cs16";"ls0_12";"ls13_18";"ls19_25";"ls26_35";"ls36_45";"ls46_55";"ls56_65";"ls66_75";"ls76_85";"ls85";"panas_01";"panas_02";"panas_03";"panas_04";"panas_05";"panas_06";"panas_07";"panas_08";"panas_09";"panas_10";"panas_11";"panas_12";"panas_14";"panas_15";"panas_16";"panas_17";"panas_18";"panas_19";"panas_20";"panas_21";"swls_01";"swls_02";"swls_03";"swls_04";"swls_05";"brs_01";"brs_02";"brs_03";"brs_04";"brs_05";"brs_06";"mlq_01";"mlq_02";"mlq_03";"mlq_04";"mlq_05";"mlq_cont";"mlq_06";"mlq_07";"mlq_08";"mlq_09";"mlq_10";"gse_01";"gse_02";"gse_03";"gse_04";"gse_05";"gse_06";"gse_07";"gse_08";"gse_09";"gse_10";"cesd_01";"cesd_02";"cesd_03";"cesd_04";"cesd_05";"cesd_06";"cesd_07";"cesd_08";"cesd_09";"cesd_10";"loc";"pss_01";"pss_02";"pss_03";"pss_04";"pss_05";"pss_06";"pss_07";"pss_08";"pss_09";"pss_10";"pwb_01";"pwb_02";"pwb_03";"pwb_04";"pwb_05";"pwb_06";"pwb_07";"pwb_08";"pwb_09";"pwb_10";"pwb_11";"pwb_12";"pwb_13";"pwb_14";"pwb_15";"pwb_16";"pwb_17";"pwb_18";"pwb_19";"pwb_20";"pwb_21";"pwb_22";"pwb_23";"pwb_24";"pwb_cont";"pwb_25";"pwb_26";"pwb_27";"pwb_28";"pwb_29";"pwb_30";"pwb_31";"pwb_32";"pwb_33";"pwb_34";"pwb_35";"pwb_36";"pwb_37";"pwb_38";"pwb_39";"pwb_40";"pwb_41";"pwb_42";"bfi2s_01";"bfi2s_02";"bfi2s_03";"bfi2s_04";"bfi2s_05";"bfi2s_06";"bfi2s_07";"bfi2s_08";"bfi2s_09";"bfi2s_10";"bfi2s_11";"bfi2s_12";"bfi2s_13";"bfi2s_14";"bfi2s_15";"bfi2s_16";"bfi2s_17";"bfi2s_18";"bfi2s_19";"bfi2s_20";"bfi2s_21";"bfi2s_22";"bfi2s_23";"bfi2s_24";"bfi2s_25";"bfi2s_26";"bfi2s_27";"bfi2s_28";"bfi2s_29";"bfi2s_30";"bpns_01";"bpns_02";"bpns_03";"bpns_04";"bpns_05";"bpns_06";"bpns_07";"bpns_08";"bpns_09";"bpns_10";"bpns_11";"bpns_12";"bpns_13";"bpns_14";"bpns_15";"bpns_16";"bpns_17";"bpns_18";"bpns_19";"bpns_20";"bpns_21";"gbc_01";"gbc_02";"gbc_03";"gbc_04";"gbc_05";"gbc_06";"gbc_07";"gbc_08";"gbc_09";"gbc_10";"gbc_11";"gbc_12";"gbc_13";"gbc_14";"gbc_15";"gbc_16";"gbc_17";"gbc_18";"gbc_19";"gbc_20";"gbc_cont";"gbc_21";"gbc_22";"gbc_23";"gbc_24";"gbc_25";"gbc_26";"gbc_27";"gbc_28";"gbc_29";"gbc_30";"gbc_31";"gbc_32";"gbc_33";"gbc_34";"gbc_35";"gbc_36";"gbc_37";"gbc_38";"gbc_39";"gbc_40";"goals_01_dul";"goals_01_dos";"goals_01_usp";"goals_02_dul";"goals_02_dos";"goals_02_usp";"goals_03_dul";"goals_03_dos";"goals_03_usp";"goals_04_dul";"goals_04_dos";"goals_04_usp";"goals_05_dul";"goals_05_dos";"goals_05_usp";"goals_06_dul";"goals_06_dos";"goals_06_usp";"goals_07_dul";"goals_07_dos";"goals_07_usp";"goals_08_dul";"goals_08_dos";"goals_08_usp";"goals_09_dul";"goals_09_dos";"goals_09_usp";"goals_10_dul";"goals_10_dos";"goals_10_usp";"goals_11_dul";"goals_11_dos";"goals_11_usp";"goals_12_dul";"goals_12_dos";"goals_12_usp";"goals_13_dul";"goals_13_dos";"goals_13_usp";"goals_14_dul";"goals_14_dos";"goals_14_usp";"goals_15_dul";"goals_15_dos";"goals_15_usp";"goals_16_dul";"goals_16_dos";"goals_16_usp";"goals_17_dul";"goals_17_dos";"goals_17_usp";"goals_18_dul";"goals_18_dos";"goals_18_usp";"goals_19_dul";"goals_19_dos";"goals_19_usp";"goals_20_dul";"goals_20_dos";"goals_20_usp";"goals_21_dul";"goals_21_dos";"goals_21_usp";"goals_22_dul";"goals_22_dos";"goals_22_usp";"goals_23_dul";"goals_23_dos";"goals_23_usp";"goals_24_dul";"goals_24_dos";"goals_24_usp";"lgs_01";"lgs_02";"lgs_03";"lgs_04";"lgs_05";"lgs_06";"lgs_07";"lgs_08";"lgs_09";"lgs_cont";"lgs_10";"lgs_11";"lgs_12";"lgs_13";"lgs_14";"lgs_15";"lgs_16";"lgs_17";"lgs_18";"lgs_19";"lgs_20";"zftp_01";"zftp_02";"zftp_03";"zftp_04";"zftp_05";"zftp_06";"zftp_07";"zftp_08";"zftp_09";"zftp_10";"zftp_11";"zftp_12";"zftp_13";"zftp_14";"zftp_15";"zftp_16";"zftp_17";"zftp_18";"dids_01";"dids_02";"dids_03";"dids_04";"dids_05";"dids_06";"dids_07";"dids_08";"dids_09";"dids_10";"dids_11";"dids_12";"dids_13";"dids_14";"dids_15";"dids_16";"dids_17";"dids_18";"dids_cont";"dids_19";"dids_20";"dids_21";"dids_22";"dids_23";"dids_24";"dids_25";"rheis_01";"rheis_02";"rheis_03";"rheis_04";"rheis_05";"rheis_06";"rheis_07";"rheis_08";"rheis_09";"rheis_10";"rheis_11";"rheis_12";"rheis_13";"rheis_14";"rheis_15";"rheis_16";"occup_stable";"occup_freelance";"occup_unemployed";"occup_socialwelfare";"family_single";"family_relationship";"family_married";"family_divorced";"family_widowed";"Nr";"sample_country";"sample_source";"curlife01";"curlife02";"curlife03";"curlife04";"curlife05";"age1";"gender";"edu01";"edu02";"occup02";"cira_vyz";"kids02a";"kids02b";"kids02c";"kids02d";"lcis_jine1a";"lcis_jine1b";"lcis_jine2a";"lcis_jine2b";"lcis_jine3a";"lcis_jine3b";"source"
NA;"s1n739wyvqw7wN--Bidhug5nYyYxdK_mh23pql1_wvdtA4v_4a1AoVsixPmJSHVz";2021-01-11 11:42:44;2021-01-11 12:24:07;2021-01-11 12:24:07;NA;44;1;3;29;"1";"vědec";"areligiozní";2;2;"3";"15";NA;NA;"44";"hasič";2;"6";1;3;1;2;"15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;1;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;1;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;1;NA;1;2;0;NA;2;2;2;1;1;2;6;5;5;5;5;5;5;5;4;3;4;4;4;5;4;4;4;4;4;4;4;3;3;4;3;4;4;5;3;5;5;5;5;6;6;5;5;4;3;3;5;1;1;6;7;7;6;6;6;6;6;5;4;4;3;3;4;4;1;1;2;4;4;2;4;1;4;3;4;4;3;3;2;5;5;5;5;6;4;4;4;4;4;2;5;6;5;5;5;6;5;5;5;6;5;3;3;3;3;3;3;4;3;3;3;2;1;4;1;3;2;2;2;2;3;100;1;4;4;2;5;5;5;5;2;5;1;6;6;2;5;1;3;5;6;2;4;4;4;4;4;3;6;6;2;2;6;3;2;6;1;2;2;3;4;5;2;5;5;5;4;5;1;1;2;4;4;2;2;1;1;5;5;3;2;1;1;3;5;3;2;2;1;1;1;1;1;5;5;3;1;2;1;5;1;4;1;3;3;1;5;5;5;5;6;6;5;5;5;6;5;4;4;5;5;5;4;4;6;5;3;3;3;3;3;3;3;3;1;1;3;1;3;1;1;1;3;3;3;1;3;1;3;1;2;1;2;1;2;3;1;1;2;3;1;1;1;3;3;3;1;5;5;5;5;5;5;5;4;4;5;5;5;5;5;5;5;2;2;5;4;4;5;5;5;5;5;5;5;5;5;3;3;3;5;5;5;5;5;5;4;2;3;4;4;2;5;4;4;3;4;3;2;3;3;5;2;1;1;2;3;1;3;4;3;3;2;5;1;1;1;3;5;4;4;2;2;2;4;3;3;3;1;1;4;1;2;4;4;4;1;1;3;3;1;4;4;2;2;4;2;4;3;4;1;4;3;4;1;1;3;3;5;5;5;5;5;5;5;5;4;5;5;5;4;5;4;5;4;4;4;4;4;4;5;4;4;5;5;6;5;6;5;6;5;3;6;4;6;6;6;4;4;4;1;0;0;0;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"online"
"MIRFIL0578";"nRkvBXtyHPGvf_KjFcENbdvcKUSyrq0YWAB5eKonyCOJYCHXUzeW-Yxs3_E7K_WF";2021-01-18 12:13:04;2021-01-18 14:19:57;2021-01-18 14:19:57;NA;42;3;2;12;"1";"řidič šaliny";"punk";3;3;"2";"3";NA;NA;"24";"učitelka";3;NA;1;4;1;3;"8, 10, 12";NA;3;5;3;2;2;4;2;NA;2;NA;1;1;1;1;1;1;1;1;2;2;40;20;10;10;0;NA;0;NA;0;NA;0;NA;1;2;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;1;2;0;NA;0;NA;1;3;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;1;3;1;2;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;1;NA;1;1;1;NA;0;NA;1;4;1;2;1;2;4;4;5;5;4;5;4;3;3;3;1;2;3;3;4;4;3;4;4;3;2;1;2;4;4;5;5;3;1;2;2;5;6;4;NA;3;3;3;6;5;4;4;5;5;3;3;2;3;3;6;4;6;6;7;7;5;4;7;4;4;2;3;2;3;2;1;1;3;2;3;2;1;3;2;3;4;2;3;3;5;7;5;6;3;2;3;2;4;2;3;4;6;5;6;4;6;5;6;5;3;7;3;2;3;3;3;3;2;2;2;3;1;1;1;3;3;1;2;3;1;2;54;3;2;3;3;4;3;2;2;3;3;3;4;1;4;1;5;3;3;6;3;4;4;3;3;3;3;3;3;2;5;5;5;2;4;2;5;5;4;4;4;3;4;4;5;1;4;3;4;4;2;6;3;3;4;4;3;4;5;2;3;3;3;1;3;4;4;2;3;3;3;2;2;5;3;4;4;4;4;2;3;3;3;2;4;6;4;4;5;5;4;5;6;6;1;6;4;5;2;2;6;3;4;2;6;3;2;3;1;2;1;3;3;1;1;1;1;1;1;2;1;3;2;1;1;3;2;1;1;1;1;2;1;3;2;2;2;1;3;3;1;1;1;1;3;1;5;4;4;4;2;3;1;5;3;5;4;3;4;4;3;5;5;4;4;5;4;3;4;4;2;4;4;4;4;3;2;3;2;5;5;3;3;4;3;4;4;4;2;5;3;5;5;3;3;3;3;5;4;4;4;5;4;3;4;4;1;4;3;5;4;3;2;4;4;4;4;4;2;3;4;2;2;2;3;2;1;3;2;4;2;3;3;3;3;3;4;2;3;4;4;3;4;3;1;3;1;2;2;2;4;1;4;4;3;2;1;5;4;3;4;3;5;5;5;4;5;2;4;4;4;2;4;3;3;5;3;3;4;2;3;4;4;3;4;3;4;4;2;2;4;3;4;3;1;2;1;4;2;1;0;0;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"online"
"DITRON1375";"KBwyjfKg8QPdz7q8G9xpZXKfgCa03gBqIOtnVGPWo2N4oRQ3idjAt2TkVqi_vI1Z";2021-01-18 12:50:57;2021-01-18 14:20:46;2021-01-18 14:20:46;NA;45;1;2;11;"1";"OBSLUHA ČERPACÍ STANICE";NA;2;2;"3";"26";NA;NA;"47";"OSVČ";2;"3";1;2;1;1;"22";4;4;4;3;4;3;4;2;NA;2;NA;1;2;2;1;2;1;1;1;2;2;50;10;30;10;0;NA;0;NA;0;NA;0;NA;1;1;1;1;1;1;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;1;2;0;NA;1;1;1;6;0;NA;1;1;0;2;0;NA;0;NA;0;NA;0;NA;0;NA;1;1;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;1;2;0;NA;0;NA;0;NA;0;NA;0;NA;1;1;0;NA;1;5;0;NA;0;NA;0;NA;4;2;4;2;2;5;3;2;3;1;3;3;2;1;2;2;2;4;3;3;1;3;3;4;4;3;6;3;2;2;2;4;4;2;4;3;4;5;4;5;5;4;4;4;3;3;3;1;1;4;5;7;7;7;5;4;3;2;1;3;1;3;3;4;2;2;1;4;3;3;3;2;2;3;1;4;2;3;4;4;4;3;5;3;3;3;3;3;3;3;5;5;2;2;5;6;4;5;5;5;2;3;2;2;3;3;3;2;3;3;3;1;1;1;2;2;1;3;2;1;3;49;3;3;3;4;3;3;4;3;3;2;4;4;2;4;1;3;5;2;4;2;3;4;4;3;1;2;2;2;3;4;5;5;2;5;2;4;5;4;4;4;2;3;3;3;2;5;4;5;5;4;5;3;5;1;5;1;5;4;4;2;3;1;3;3;3;5;2;4;4;1;5;3;2;4;5;5;4;5;3;4;5;4;2;4;5;2;5;5;6;3;5;5;4;5;5;5;3;5;3;2;2;2;2;6;3;2;2;1;3;1;2;3;1;1;1;1;1;1;1;2;2;3;3;3;3;3;1;3;3;1;2;1;3;1;1;1;3;3;1;1;1;3;1;3;1;3;2;2;4;2;2;2;2;2;4;4;4;3;3;3;5;5;4;4;4;3;1;1;1;3;3;2;5;4;4;1;1;1;5;5;5;3;3;3;2;2;2;4;3;3;4;3;3;1;1;1;3;3;3;3;3;3;1;1;1;3;3;2;3;3;3;1;1;1;2;2;2;3;2;1;3;4;2;3;2;1;3;1;3;2;3;2;1;3;3;3;3;2;5;4;5;1;4;2;5;4;2;3;1;4;2;4;3;4;4;3;4;3;4;4;4;2;4;2;4;2;2;4;2;2;3;4;4;4;5;4;4;4;4;2;1;1;5;5;5;3;5;4;1;3;4;4;5;5;2;2;5;5;1;0;0;0;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"online"
"VACVOR0673";"y2F90z19ioQ8jlyWZ3VNKTsssj07QSNj7ItRXUccCYaJRkhTZrgi1eFA7ze2nM0o";2021-01-18 14:26:21;2021-01-18 16:03:47;2021-01-18 16:03:47;NA;47;1;2;12;"1";"dětská sestra";"žádnou";3;1;"3";"23";NA;NA;"49";"obecní zaměstnanec";2;"4";1;3;1;2;"21,18";4;2;5;2;3;3;4;2;NA;2;NA;2;2;2;2;2;2;1;2;2;2;60;10;20;10;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;1;4;0;NA;0;NA;1;1;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;1;1;0;NA;1;2;0;NA;0;NA;0;NA;1;1;4;4;5;5;5;4;3;3;3;2;2;3;2;1;4;4;3;4;4;4;3;3;3;3;2;1;2;2;3;3;2;4;5;2;6;4;4;5;5;6;6;5;5;1;2;3;3;1;1;5;5;6;3;5;5;4;4;4;4;3;1;3;2;3;1;1;1;4;2;2;1;1;3;2;3;4;1;4;3;4;5;5;4;2;2;5;2;5;2;4;3;6;5;1;3;6;3;5;5;5;1;4;2;2;2;2;2;2;3;2;2;3;1;3;1;1;1;2;1;2;1;61;4;2;3;4;4;1;1;1;2;2;3;3;4;4;3;4;4;2;2;2;2;3;4;3;3;2;3;4;3;3;3;5;2;3;2;2;5;6;5;4;3;4;2;3;2;5;5;5;3;4;5;4;5;2;5;1;5;1;1;1;4;2;3;4;3;5;2;3;4;2;5;3;2;3;5;4;2;4;2;2;1;4;4;5;5;5;5;6;6;3;3;5;3;1;6;5;4;5;2;3;2;3;1;5;2;1;1;1;3;1;1;1;1;1;2;1;1;3;1;1;3;2;1;1;3;1;1;1;1;1;1;1;3;1;2;1;1;3;1;1;1;2;1;1;1;4;2;2;2;2;2;1;2;2;4;3;4;2;1;1;1;1;1;3;2;2;3;3;2;3;3;1;5;3;5;3;2;1;4;4;4;5;4;2;1;1;1;4;2;2;4;3;3;1;1;1;1;1;1;5;5;3;1;1;1;2;2;1;2;1;1;1;1;1;2;2;1;2;2;1;3;4;1;2;2;4;3;1;4;1;4;3;3;1;2;1;3;3;3;4;2;1;1;4;2;1;1;1;5;5;1;4;4;1;4;1;2;2;2;3;2;2;3;4;2;3;4;3;2;1;1;3;2;2;5;2;2;2;3;2;2;2;3;3;5;4;4;2;3;3;4;2;5;4;4;2;5;3;1;0;0;0;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"online"
"PETHAV0271";"uVpjzz3jYNUHvxDz9eFHUVIY_f2BNrxghfVQ0xhI2B4XshRt7e-RLYWjulBHUE-R";2021-01-18 14:36:28;2021-01-18 16:17:03;2021-01-18 16:17:03;NA;49;2;2;12;"1";"Lesnictví, údržba veřejného prostranství";"Křesťanství";4;4;"3";"23";"0";"0";"47";"Zdravotní sestra";2;"4";1;4;1;2;"18,21";5;3;5;3;6;3;3;1;"Nervové, ztráta paměti";1;"Bloklé ploténky a kyčel";2;2;2;1;2;1;1;1;1;1;55;22;35;15;0;0;0;0;0;0;0;0;1;2;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;1;NA;1;2;0;0;1;NA;1;2;1;NA;5;3;5;5;4;3;3;3;3;3;2;2;4;1;4;2;1;4;3;3;3;2;3;4;3;2;3;3;2;2;2;3;4;5;2;2;1;1;6;6;5;5;5;2;3;2;2;1;2;5;4;7;7;3;4;4;3;3;1;3;3;3;2;3;1;1;2;2;4;2;2;1;4;3;4;4;2;4;2;6;6;5;5;2;3;4;4;2;3;2;3;6;5;4;4;6;6;5;5;2;7;4;3;2;3;3;3;3;3;3;3;1;2;2;2;2;1;2;4;1;2;34;3;3;2;4;4;4;4;4;4;2;6;3;3;6;1;4;4;1;6;2;5;4;2;2;2;2;3;2;2;5;6;4;1;4;2;4;2;4;4;4;1;1;1;5;3;5;2;5;4;1;5;2;5;5;4;1;4;2;4;2;2;1;2;3;4;4;4;3;4;1;4;4;3;2;4;4;4;5;5;3;2;4;2;4;7;2;2;6;7;6;6;6;6;4;7;7;6;5;1;2;1;1;1;6;2;3;2;2;3;1;2;2;1;1;3;1;2;3;1;1;3;3;3;3;3;3;1;1;2;1;3;1;3;1;3;1;3;3;2;1;3;2;2;2;1;5;4;3;5;4;3;4;3;2;5;4;4;4;2;2;5;4;3;5;4;4;3;3;3;3;3;3;5;5;4;2;2;2;5;4;4;5;4;3;3;2;2;5;4;4;5;4;4;2;2;3;5;4;3;5;4;4;4;2;2;3;3;3;5;4;4;1;2;2;2;2;2;3;2;1;3;1;3;3;3;1;3;3;4;2;1;1;1;3;3;3;3;4;5;3;4;3;4;2;4;4;2;3;3;4;2;4;2;1;1;2;4;4;4;4;4;4;4;2;4;2;1;2;4;4;4;4;4;4;5;4;4;4;4;2;2;2;4;4;4;4;3;5;4;3;5;5;2;4;2;2;4;3;1;0;0;0;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"online"
"JIRPAT0176";"V4xUBOCKOgLbOKUv6kXv_uqGRJrb8cpz5iP7gUbOjl4AGABsVbDHRXHTEv7fHtzL";2021-01-18 15:22:01;2021-01-18 16:57:01;2021-01-18 16:57:01;NA;44;2;2;NA;"1";"automechanik";"katolickou";2;3;"3";"3";NA;NA;"38";"manažerka";2;"3";2;2;2;NA;NA;4;3;5;2;2;4;4;2;NA;2;NA;1;1;2;2;2;1;1;1;2;1;40;12;10;20;0;NA;1;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;1;1;0;NA;0;NA;0;NA;0;NA;0;NA;1;1;1;1;0;NA;0;NA;0;NA;1;1;1;1;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;1;1;0;NA;0;NA;1;1;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;1;2;0;NA;0;NA;1;6;1;3;0;NA;4;5;5;5;6;6;5;2;2;3;2;3;1;3;5;4;5;4;5;2;2;2;2;2;4;5;5;2;2;2;2;5;5;5;3;4;1;1;6;6;6;5;4;3;5;1;1;1;1;7;7;6;7;3;5;6;7;7;7;4;2;4;4;2;2;2;2;3;2;3;4;2;4;4;4;3;2;4;2;3;3;4;6;2;2;4;2;4;2;4;6;6;6;4;6;6;4;3;3;4;4;3;2;2;3;3;2;2;2;2;3;1;1;1;2;1;1;3;2;1;1;90;3;2;3;3;3;3;3;2;3;1;3;5;2;2;2;2;3;2;5;2;4;3;5;2;2;2;2;4;5;5;5;5;2;2;2;5;2;5;4;2;4;5;3;5;2;4;4;5;4;2;5;2;3;3;3;2;4;3;2;2;4;2;4;4;3;4;2;3;3;2;5;2;1;4;4;4;3;4;3;4;3;4;4;7;7;5;4;4;6;4;5;6;4;5;5;4;4;3;3;3;3;4;2;4;3;1;1;1;3;1;3;3;1;1;1;1;1;1;1;1;1;1;3;1;3;1;1;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;1;3;1;4;4;2;4;2;2;3;2;2;3;2;1;2;2;1;5;4;4;4;3;2;4;3;3;1;1;1;4;4;3;3;2;1;4;4;3;4;4;3;3;2;2;5;4;3;4;4;2;2;2;2;4;3;2;5;4;3;4;3;3;2;2;2;5;4;1;2;1;1;4;3;3;3;3;2;3;4;1;2;2;3;3;1;2;2;2;3;3;1;1;2;2;1;4;4;3;3;3;2;4;4;1;5;2;4;2;2;3;4;4;2;4;4;4;4;4;2;2;2;2;2;3;2;3;2;2;2;2;2;5;3;3;4;4;3;4;4;3;4;4;4;4;3;3;4;4;4;3;3;3;3;4;6;1;0;0;0;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"online"
"MARNEV1065";"LgKcVcBhDy75DGFvEQqu_lNyZc9arFNvyiAw02GKPP1mkcSJYnM1drUfVred3v6S";2021-01-18 16:07:19;2021-01-18 16:28:04;2021-01-18 16:28:04;NA;55;1;2;13;"1";"úřednice";"žádnou";2;2;"3";"31";"0";"0";"62";"architekt";3;"5";1;1;1;2;"30";5;4;6;2;2;6;6;2;NA;2;NA;1;1;1;1;2;1;1;1;1;1;40;20;20;5;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;1;3;0;NA;1;5;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;5;4;5;5;2;2;2;4;4;4;4;4;1;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;7;7;7;7;7;7;7;7;7;4;1;4;1;4;1;1;4;4;4;1;4;2;2;1;1;4;1;5;1;5;5;5;5;5;3;3;3;3;3;3;6;6;6;6;6;6;6;6;6;6;2;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;4;1;1;51;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;2;3;2;2;3;2;3;1;2;3;2;3;2;3;2;2;3;2;2;3;2;3;3;3;2;3;2;2;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;1;3;3;1;3;1;2;2;1;2;3;3;3;1;1;3;1;1;1;3;1;1;2;3;1;3;1;1;3;1;1;1;1;2;1;1;4;3;3;5;5;5;5;4;3;5;5;4;5;5;5;5;2;1;4;3;2;5;5;5;5;4;3;5;5;5;4;3;2;5;5;5;5;5;5;5;5;4;5;5;4;5;5;5;3;3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;3;3;5;5;5;3;1;3;3;4;3;3;4;4;3;4;4;4;4;4;3;4;4;3;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;3;2;4;4;4;4;4;3;3;3;3;4;3;3;3;3;3;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;5;2;4;4;4;1;0;0;0;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"online"
